p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SCRT1.1,1.25440240348799e-24,6.16851585916264,0.306,0.243,4.16298525645561e-20,L5,SCRT1
KDM5C.1,1.2587811938544e-24,0.642724039096167,0.635,0.575,4.1775171480446e-20,L5,KDM5C
FECH,1.2656800785719e-24,0.46879781799416,0.438,0.374,4.20041247675656e-20,L5,FECH
PAK6.1,1.2723325204743e-24,-0.254397741604674,0.162,0.225,4.22248993569806e-20,L5,PAK6
OLFM2.1,1.33642053561537e-24,-3.37754584527396,0.487,0.407,4.43517883154673e-20,L5,OLFM2
RPA1.1,1.36718425109021e-24,0.294732726613805,0.321,0.255,4.53727437409309e-20,L5,RPA1
MCMBP.1,1.37351102363e-24,0.400265033578941,0.371,0.304,4.55827103412088e-20,L5,MCMBP
CACHD1.1,1.42500697728671e-24,1.0614253422951,0.381,0.318,4.7291706555214e-20,L5,CACHD1
SMC2.1,1.42563232841698e-24,0.30300209314746,0.29,0.226,4.73124600831742e-20,L5,SMC2
TDG.1,1.43457774357581e-24,0.630466657324801,0.585,0.531,4.76093315760503e-20,L5,TDG
SYVN1,1.50605189680208e-24,0.288311689263325,0.284,0.221,4.99813442991705e-20,L5,SYVN1
LOC105374338,1.53051926252392e-24,0.351667902783208,0.338,0.273,5.07933427653812e-20,L5,LOC105374338
LOC105376107,1.57830397392182e-24,4.54730453056407,0.142,0.096,5.23791739825435e-20,L5,LOC105376107
CHSY1.1,1.58455913987582e-24,2.61625824957374,0.631,0.577,5.25867641750589e-20,L5,CHSY1
CTC-436P18.1.1,1.67248184803025e-24,0.462137057794544,0.278,0.216,5.550465509058e-20,L5,CTC-436P18.1
INTS7.1,1.81746333729772e-24,0.349869350352825,0.46,0.396,6.03161557748993e-20,L5,INTS7
SRPRB.1,1.89202193517557e-24,0.476533698878442,0.405,0.34,6.27905319626717e-20,L5,SRPRB
TERF2.1,1.89526514337304e-24,0.495811896660648,0.429,0.363,6.28981643131211e-20,L5,TERF2
SBDS,1.8965331371384e-24,0.369915804828657,0.32,0.254,6.2940245222212e-20,L5,SBDS
PDE2A.1,1.90938787017755e-24,-3.5457733621307,0.755,0.778,6.33668552475822e-20,L5,PDE2A
SLC14A2.1,1.92346351894697e-24,6.27185837747071,0.219,0.164,6.38339838032932e-20,L5,SLC14A2
IFFO2,2.05730910026619e-24,0.276346853111761,0.259,0.198,6.82759171105341e-20,L5,IFFO2
C1orf123,2.17926072713517e-24,0.292708428818862,0.298,0.236,7.23231257514349e-20,L5,C1orf123
ZNF827.1,2.1931063703561e-24,15.8427600875429,0.754,0.738,7.27826211130078e-20,L5,ZNF827
TEX26.1,2.27588845311514e-24,0.26208675817511,0.129,0.084,7.55299100935323e-20,L5,TEX26
LOC102723350,2.28310149061398e-24,0.304460988052897,0.371,0.303,7.57692891690061e-20,L5,LOC102723350
ERBB2IP.1,2.30018579420207e-24,3.37199136785359,0.838,0.809,7.6336265952184e-20,L5,ERBB2IP
FLJ16171,2.35894218984096e-24,0.371664814102129,0.117,0.075,7.8286214454252e-20,L5,FLJ16171
MAP2K7,2.43115167495637e-24,0.339032176600487,0.282,0.22,8.0682630636777e-20,L5,MAP2K7
KIAA0195,2.47239850421211e-24,0.318761241791055,0.389,0.322,8.20514891592872e-20,L5,KIAA0195
LOC105369385,2.48187539919058e-24,0.396379033451669,0.229,0.171,8.23659988729377e-20,L5,LOC105369385
TMEM254.1,2.55258059103649e-24,0.345352813264924,0.41,0.344,8.47124920747282e-20,L5,TMEM254
FAR2P2.1,2.57967474010751e-24,0.502816487182984,0.285,0.223,8.56116655999478e-20,L5,FAR2P2
TMEM38B.1,2.61480611597696e-24,1.0138512189705,0.369,0.304,8.67775705709275e-20,L5,TMEM38B
DKK3.1,2.89001578168545e-24,-1.04404038211597,0.83,0.836,9.59109537467949e-20,L5,DKK3
INAFM1,2.97036438460996e-24,0.254701797316777,0.194,0.14,9.85774828320507e-20,L5,INAFM1
MAMDC2.1,3.1648171577579e-24,-3.16631126763379,0.611,0.538,1.05030787014511e-19,L5,MAMDC2
RAD18,3.17170168351883e-24,0.615878803458857,0.459,0.392,1.05259263770939e-19,L5,RAD18
MIR7-3HG.1,3.18313653551106e-24,0.665501032546697,0.33,0.269,1.05638752204006e-19,L5,MIR7-3HG
LOC105377674.1,3.22193377152754e-24,-4.56463873631749,0.211,0.278,1.06926316075684e-19,L5,LOC105377674
ARF5.1,3.39259370018845e-24,-5.52095085301387,0.685,0.633,1.12590007128154e-19,L5,ARF5
TMEM151A,3.40506126639236e-24,0.329099397545839,0.31,0.245,1.13003768247763e-19,L5,TMEM151A
WDR73.1,3.40599796446377e-24,0.25745543246045,0.36,0.292,1.13034854446659e-19,L5,WDR73
COLGALT1,3.45524422605443e-24,0.269743847475032,0.306,0.242,1.14669190130069e-19,L5,COLGALT1
RPRD1B.1,3.61951778115291e-24,1.07580623515435,0.573,0.516,1.20120936603122e-19,L5,RPRD1B
NENF,3.69109677800186e-24,0.341887704759573,0.305,0.243,1.22496428771548e-19,L5,NENF
AUP1,3.74917116006849e-24,0.305033847054578,0.436,0.368,1.24423743289193e-19,L5,AUP1
CABYR.1,3.78930391431755e-24,0.568670935997285,0.292,0.231,1.25755629004456e-19,L5,CABYR
UBE3D,3.80741481078763e-24,1.81434453947515,0.841,0.811,1.26356675325609e-19,L5,UBE3D
SUMO1.1,3.93550115890404e-24,-0.563241848883571,0.589,0.525,1.30607476960549e-19,L5,SUMO1
MGAT4B,3.9524410487823e-24,0.268767810296208,0.319,0.255,1.31169661085938e-19,L5,MGAT4B
MZF1.1,3.97082725025386e-24,0.590679089987871,0.505,0.444,1.31779843954175e-19,L5,MZF1
NIFK-AS1.1,4.13808037476637e-24,0.711139844687789,0.448,0.382,1.37330473397372e-19,L5,NIFK-AS1
MCFD2,4.18035149357532e-24,0.526976543135213,0.459,0.391,1.38733325017284e-19,L5,MCFD2
TMC3-AS1.1,4.20395906175042e-24,0.480971024255356,0.288,0.225,1.39516789382311e-19,L5,TMC3-AS1
IFT43.1,4.23288208725354e-24,1.66990499255758,0.727,0.678,1.40476657829683e-19,L5,IFT43
LRRC2.1,4.31066656607594e-24,0.673428895528781,0.297,0.234,1.43058091328362e-19,L5,LRRC2
TMEM246,4.33993574148528e-24,0.861772566902881,0.554,0.485,1.44029447452672e-19,L5,TMEM246
KDM3B.1,4.46864213199846e-24,0.46821718141716,0.674,0.62,1.48300826434633e-19,L5,KDM3B
OTUD5,4.51465728342529e-24,0.418761819528157,0.384,0.32,1.49827931265035e-19,L5,OTUD5
LIPE-AS1.1,4.74371474483476e-24,3.39040018890219,0.536,0.477,1.57429661236831e-19,L5,LIPE-AS1
ZC3HC1.1,4.82758748403894e-24,0.354866363218523,0.364,0.298,1.602131458328e-19,L5,ZC3HC1
LOC101928599.1,4.89253642065819e-24,-10.6721076685917,0.063,0.11,1.62368606192383e-19,L5,LOC101928599
TXNDC12.1,5.01048036076576e-24,0.269664016100932,0.375,0.305,1.66282811732733e-19,L5,TXNDC12
C10orf88,5.0732904632617e-24,0.417419194297625,0.309,0.246,1.68367290604266e-19,L5,C10orf88
PITPNB,5.0740535412571e-24,1.35159732249884,0.73,0.706,1.683926148737e-19,L5,PITPNB
CLEC4GP1,5.34320925978347e-24,1.06330672487932,0.274,0.212,1.77325085704434e-19,L5,CLEC4GP1
WDR5,5.70309603466379e-24,0.32357989273913,0.413,0.347,1.89268648102387e-19,L5,WDR5
ATP5S,5.75784731256839e-24,0.253687888537327,0.283,0.221,1.91085678762207e-19,L5,ATP5S
GFPT2.1,5.93958080579028e-24,0.436232232158283,0.425,0.359,1.97116868201762e-19,L5,GFPT2
C15orf57,6.04604129094819e-24,0.310320032275239,0.364,0.298,2.00649972322697e-19,L5,C15orf57
ADCY5.1,6.09780364016e-24,1.32758251168935,0.609,0.569,2.0236780940599e-19,L5,ADCY5
NUP107.1,6.10061533109095e-24,0.766962977595263,0.485,0.425,2.02461120992915e-19,L5,NUP107
NAPEPLD.1,6.24398296944542e-24,3.44870130930969,0.805,0.81,2.07219062806985e-19,L5,NAPEPLD
STK19,6.71806891410168e-24,0.275504373614648,0.261,0.2,2.22952553052292e-19,L5,STK19
PFDN2,6.71852267767679e-24,0.41395365676902,0.466,0.403,2.2296761210406e-19,L5,PFDN2
H2AFZ,6.7191252802024e-24,0.625238526998428,0.64,0.583,2.22987610674077e-19,L5,H2AFZ
KCNIP2-AS1,6.7824850718009e-24,0.466654984139399,0.126,0.185,2.25090332077856e-19,L5,KCNIP2-AS1
C3orf38,6.95579131946566e-24,0.283040382952118,0.275,0.214,2.30841846519107e-19,L5,C3orf38
BIN3,7.07493398150785e-24,0.306398161303942,0.359,0.292,2.34795834044301e-19,L5,BIN3
SMG9.1,7.81981475320953e-24,0.411884808441494,0.472,0.404,2.59516192214765e-19,L5,SMG9
PRPF3.1,8.0625357917129e-24,0.784475384270944,0.452,0.391,2.67571375319576e-19,L5,PRPF3
RSPH4A.1,8.32354132698909e-24,0.454574389367658,0.298,0.234,2.76233366018787e-19,L5,RSPH4A
GABRB2.1,8.46830781996399e-24,74.5416792382465,0.995,0.995,2.81037731621145e-19,L5,GABRB2
TTLL5.1,8.48373710042169e-24,8.96409880079159,0.916,0.909,2.81549783151694e-19,L5,TTLL5
LOC105370348,9.03686899179573e-24,0.833786345157422,0.283,0.224,2.99906571230725e-19,L5,LOC105370348
LRRTM3.1,9.31403104240063e-24,5.33068829800433,0.984,0.976,3.0910474820415e-19,L5,LRRTM3
BCAS4.1,9.31975728472087e-24,0.373396289485116,0.321,0.257,3.09294785008032e-19,L5,BCAS4
RPL28.1,9.35194191872283e-24,1.92272701027524,0.55,0.49,3.10362896456654e-19,L5,RPL28
SLC9A7.1,9.50696346525437e-24,8.94331779563641,0.718,0.649,3.15507596521397e-19,L5,SLC9A7
RPS3,9.87147446052356e-24,0.40352912592575,0.564,0.497,3.27604622921395e-19,L5,RPS3
SEC23B.1,1.01535692185863e-23,0.446561219499431,0.436,0.37,3.36966501657223e-19,L5,SEC23B
NEK9.1,1.01824971987869e-23,0.617205385370685,0.605,0.55,3.37926534536141e-19,L5,NEK9
C2orf49,1.02541814710352e-23,0.306438311257342,0.302,0.239,3.40305520479244e-19,L5,C2orf49
DUSP22,1.08028924543127e-23,0.372242929353681,0.243,0.185,3.58515591881276e-19,L5,DUSP22
BSG.1,1.11171636289015e-23,6.15754556470221,0.617,0.569,3.68945309352356e-19,L5,BSG
MTBP.1,1.1180014659402e-23,0.436295925844389,0.337,0.272,3.71031146501575e-19,L5,MTBP
LOC105376942.1,1.1366088519671e-23,2.28299487813808,0.132,0.087,3.77206379702322e-19,L5,LOC105376942
DKK2.1,1.18606524889335e-23,-22.064733337073,0.149,0.102,3.93619474150238e-19,L5,DKK2
SLC39A14.1,1.20230331411282e-23,1.37326826597118,0.541,0.483,3.99008400854623e-19,L5,SLC39A14
DNAJC27-AS1.1,1.22547103673524e-23,0.641283662825742,0.324,0.26,4.06697072961324e-19,L5,DNAJC27-AS1
BSN.1,1.24884826634166e-23,5.14482931850176,0.797,0.793,4.14455274150806e-19,L5,BSN
CTCF.1,1.26030555027689e-23,0.363818089009429,0.49,0.427,4.1825760297039e-19,L5,CTCF
SEPHS1,1.28831367348109e-23,0.278084838078891,0.239,0.181,4.27552658818169e-19,L5,SEPHS1
FAM171B.1,1.28921749227062e-23,1.06226700871137,0.906,0.91,4.27852609159851e-19,L5,FAM171B
EPHA3.1,1.30543799775221e-23,-2.9993117588383,0.464,0.394,4.33235708314025e-19,L5,EPHA3
DHX9,1.30624802049825e-23,0.694672046859277,0.748,0.709,4.33504530562754e-19,L5,DHX9
RPL23AP53.1,1.30918867145694e-23,1.58762709131221,0.54,0.488,4.34480444396415e-19,L5,RPL23AP53
ATAD5.1,1.31126210888609e-23,0.502549564143417,0.454,0.39,4.35168556076028e-19,L5,ATAD5
KIF9.1,1.32401901288964e-23,0.57060338621348,0.401,0.335,4.39402189807685e-19,L5,KIF9
ASCC2.1,1.33553902683091e-23,0.330096265519021,0.368,0.303,4.43225336834373e-19,L5,ASCC2
LOC105374640,1.41134700672455e-23,0.364069863347119,0.265,0.206,4.68383731121677e-19,L5,LOC105374640
FAM153A,1.57751189319532e-23,0.579734266418365,0.656,0.603,5.23528871994732e-19,L5,FAM153A
IGF2R.1,1.59960674802299e-23,1.27655424741584,0.618,0.573,5.3086149146639e-19,L5,IGF2R
CTSF.1,1.62149269142116e-23,0.845455706213492,0.552,0.491,5.3812477950194e-19,L5,CTSF
TTC9,1.63018954712728e-23,0.256577984118687,0.282,0.22,5.41011005005132e-19,L5,TTC9
ZNF571.1,1.63606709858933e-23,0.531649514801364,0.258,0.199,5.4296158800884e-19,L5,ZNF571
RIOK2.1,1.64589527570949e-23,0.33621064555779,0.308,0.246,5.46223265149707e-19,L5,RIOK2
KIAA0556.1,1.65182350004874e-23,1.17764009786746,0.59,0.538,5.48190664961174e-19,L5,KIAA0556
CASC2.1,1.73566398100614e-23,7.0907831211311,0.548,0.494,5.76014805376507e-19,L5,CASC2
QRSL1,1.75249439724271e-23,0.346003610381401,0.378,0.312,5.81600315612938e-19,L5,QRSL1
LOC105373007,1.83353416913937e-23,0.303621766087553,0.138,0.093,6.08494984712283e-19,L5,LOC105373007
PTPN21,1.84289621726337e-23,0.278313732786116,0.325,0.261,6.11601967623194e-19,L5,PTPN21
LOC101928696.1,1.98155657547985e-23,-2.26137992692918,0.175,0.124,6.57619180704497e-19,L5,LOC101928696
MRPS28.1,1.98819506521798e-23,0.59045944131579,0.645,0.584,6.59822296293889e-19,L5,MRPS28
MTO1.1,1.9897047638871e-23,0.443499628056893,0.379,0.313,6.60323319991211e-19,L5,MTO1
SIAH1,2.04294892910417e-23,0.466290325235021,0.459,0.396,6.77993461101801e-19,L5,SIAH1
PEF1,2.06696296608392e-23,0.548791582863233,0.231,0.174,6.85962999554272e-19,L5,PEF1
FAM200B,2.17951864646966e-23,0.439601236257193,0.505,0.438,7.23316853203887e-19,L5,FAM200B
DPF2.1,2.18871305078936e-23,0.496035870254699,0.446,0.383,7.26368200165466e-19,L5,DPF2
RERG.1,2.20182171653323e-23,-1.39068426287543,0.203,0.271,7.30718573065883e-19,L5,RERG
DCAF17.1,2.23279939377005e-23,0.565698271838335,0.426,0.36,7.40999134810467e-19,L5,DCAF17
LOC105376713,2.27658700080297e-23,0.268104196372741,0.209,0.155,7.5553092795648e-19,L5,LOC105376713
NDUFS2,2.28768088413416e-23,0.59279500236212,0.573,0.507,7.59212655017603e-19,L5,NDUFS2
ALKBH5,2.35106059208572e-23,0.311169888994936,0.398,0.332,7.80246478695489e-19,L5,ALKBH5
C2.1,2.39423292333703e-23,0.268966114604316,0.195,0.141,7.94574080267861e-19,L5,C2
DR1,2.48771772577388e-23,0.275821686057289,0.236,0.179,8.25598881652577e-19,L5,DR1
YARS2.1,2.51007092155925e-23,0.61880817565162,0.499,0.434,8.33017236737868e-19,L5,YARS2
SULT1A1.1,2.73437389565412e-23,3.91558435746071,0.623,0.574,9.07456664750734e-19,L5,SULT1A1
IER3IP1.1,2.73630742341607e-23,0.451457103708899,0.389,0.324,9.08098344609091e-19,L5,IER3IP1
SLC35B1,2.74056765420108e-23,0.354718973065537,0.32,0.257,9.09512187399713e-19,L5,SLC35B1
CYTH1.1,2.75186981550676e-23,2.07605212267881,0.613,0.556,9.1326303567223e-19,L5,CYTH1
EPHA1-AS1,2.84259600950798e-23,0.406601166141218,0.103,0.064,9.43372337675413e-19,L5,EPHA1-AS1
ASMTL,2.85117594412457e-23,0.287622072567399,0.246,0.189,9.46219760576622e-19,L5,ASMTL
RBM19,2.92093377109196e-23,0.307033953869765,0.371,0.306,9.69370290612289e-19,L5,RBM19
ELOF1,3.20862824148671e-23,0.286189343145315,0.279,0.218,1.06484745450219e-18,L5,ELOF1
RPP30.1,3.22982752382821e-23,0.52536040462623,0.429,0.366,1.07188286033287e-18,L5,RPP30
DPYSL3.1,3.24880691349586e-23,-1.10512784687693,0.15,0.209,1.07818155038187e-18,L5,DPYSL3
WRB.1,3.31307365073476e-23,7.94496956550238,0.442,0.375,1.09950975246935e-18,L5,WRB
PARP1,3.36657792535091e-23,0.392701078014669,0.409,0.341,1.11726621608621e-18,L5,PARP1
PNCK.1,3.63548077398316e-23,-0.780287795515846,0.456,0.514,1.20650700446179e-18,L5,PNCK
LOC105373942.1,3.7107029905429e-23,0.42961916201335,0.342,0.28,1.23147100147147e-18,L5,LOC105373942
TRPC6.1,3.78204607663498e-23,14.6824744181718,0.187,0.273,1.25514763145285e-18,L5,TRPC6
LACTB,3.80227355445674e-23,0.329543861167562,0.337,0.272,1.26186052451756e-18,L5,LACTB
TEC.1,4.09233421776212e-23,0.278375560386015,0.079,0.128,1.35812295684871e-18,L5,TEC
GYS2.1,4.14249555176677e-23,0.427328472808389,0.16,0.112,1.37476999876484e-18,L5,GYS2
EIF1AX.1,4.17352673395972e-23,1.59419723654243,0.641,0.585,1.38506831719921e-18,L5,EIF1AX
TMUB2,4.30854851847878e-23,0.45976724775595,0.394,0.332,1.42987799682755e-18,L5,TMUB2
FILIP1L.1,4.31735960765187e-23,1.48077719254836,0.628,0.582,1.43280213299143e-18,L5,FILIP1L
PDC,4.39247369488711e-23,0.259406748113973,0.239,0.182,1.45773024512218e-18,L5,PDC
ANKMY2.1,4.40811018926726e-23,2.29648662975361,0.744,0.718,1.46291952851213e-18,L5,ANKMY2
BPHL,4.49836258868053e-23,0.281238092628439,0.28,0.22,1.49287159230541e-18,L5,BPHL
CHMP4B,4.63442282669193e-23,0.647457120249169,0.416,0.352,1.53802590349425e-18,L5,CHMP4B
CCDC3.1,4.67508309719715e-23,-1.45522056091659,0.78,0.781,1.55151982746682e-18,L5,CCDC3
POLR2C,4.72238774867178e-23,0.33951441909396,0.354,0.291,1.5672188221517e-18,L5,POLR2C
PACRGL.1,4.76683884859512e-23,0.295305233681314,0.719,0.675,1.58197080868326e-18,L5,PACRGL
POLN.1,4.8300420590227e-23,2.74401778557723,0.783,0.782,1.60294605812787e-18,L5,POLN
ATL3,5.27056097391493e-23,0.436700895615046,0.341,0.278,1.74914107041315e-18,L5,ATL3
LINC00909,5.2820371290708e-23,0.26879476240029,0.227,0.171,1.75294966202473e-18,L5,LINC00909
PRRG3,5.3665925892226e-23,0.352791316833295,0.317,0.255,1.7810110825853e-18,L5,PRRG3
LOC105369172,5.37974373200004e-23,0.958882481964759,0.617,0.558,1.78537555233885e-18,L5,LOC105369172
MAP2K1.1,5.47368056401054e-23,-0.530878180555572,0.783,0.767,1.81655036877818e-18,L5,MAP2K1
MIOS.1,5.53584853201319e-23,0.287055932622177,0.49,0.425,1.83718205231922e-18,L5,MIOS
PIGU,5.57801966298519e-23,0.53841887543959,0.591,0.532,1.8511773855549e-18,L5,PIGU
AGPAT1,5.58485247077425e-23,0.321299472008262,0.358,0.294,1.85344498947585e-18,L5,AGPAT1
CNOT7,5.62065368569668e-23,0.93861838312458,0.652,0.598,1.86532633867216e-18,L5,CNOT7
AKAP8,5.63199434260988e-23,0.385333186354569,0.377,0.314,1.86908996248194e-18,L5,AKAP8
PBX1.1,5.69548024995185e-23,3.56902456901281,0.991,0.979,1.89015903055152e-18,L5,PBX1
LOC105378877,5.85593730998657e-23,0.349311476497701,0.281,0.223,1.94340991506524e-18,L5,LOC105378877
GPM6B.1,6.00297860731706e-23,1.41850402331805,0.949,0.972,1.99220851041031e-18,L5,GPM6B
LOC101930100.1,6.55798459664863e-23,0.634455236626063,0.35,0.29,2.17639834808978e-18,L5,LOC101930100
ALG12.1,6.70441425604327e-23,0.321416432095169,0.506,0.442,2.22499395915308e-18,L5,ALG12
SLC46A3,7.06769540425848e-23,0.384623012596357,0.303,0.244,2.34555607381126e-18,L5,SLC46A3
PGGT1B.1,7.16643493812122e-23,0.742567863267674,0.585,0.532,2.37832476291429e-18,L5,PGGT1B
ODC1,7.22194312388114e-23,0.338750852926477,0.215,0.161,2.39674626452243e-18,L5,ODC1
MEGF10,7.2638109146078e-23,3.389360093332,0.109,0.07,2.41064092823089e-18,L5,MEGF10
SLC22A10,7.48053084439623e-23,-0.35664553453902,0.066,0.112,2.48256377132978e-18,L5,SLC22A10
LOC105376844,7.7247392754162e-23,0.335763868946326,0.3,0.239,2.56360922333238e-18,L5,LOC105376844
LOC105370032.1,8.03276219676862e-23,-1.18079396647037,0.229,0.297,2.6658327902416e-18,L5,LOC105370032
MRPS27,8.19564311102411e-23,0.717698203698755,0.679,0.635,2.71988807925557e-18,L5,MRPS27
PTOV1,8.31401158531657e-23,0.316659060070995,0.378,0.314,2.75917102481901e-18,L5,PTOV1
NCL,8.4534232554186e-23,0.299219390346099,0.262,0.202,2.80543757577577e-18,L5,NCL
LOC339874.1,8.68930879712391e-23,-1.30015300833386,0.545,0.611,2.88372091050151e-18,L5,LOC339874
C19orf43,8.98569236786752e-23,0.315015402073461,0.398,0.335,2.98208172612419e-18,L5,C19orf43
DPY19L2.1,9.14404441758951e-23,15.3619388798143,0.899,0.9,3.03463402086543e-18,L5,DPY19L2
SART3,9.21961343039077e-23,0.482813263598339,0.506,0.44,3.05971310914379e-18,L5,SART3
RHEBL1,9.34594267984054e-23,0.255455123441264,0.185,0.134,3.10163799715868e-18,L5,RHEBL1
DRAP1,9.41816924267986e-23,0.279701368858139,0.299,0.237,3.12560782656816e-18,L5,DRAP1
JAKMIP2-AS1.1,9.90023083215838e-23,1.2993843584689,0.495,0.442,3.2855896062684e-18,L5,JAKMIP2-AS1
HNRNPU.1,9.98656509479672e-23,1.13778674831307,0.802,0.771,3.31424135801019e-18,L5,HNRNPU
ZNHIT3,1.00019967374e-22,0.286878028442981,0.301,0.241,3.31936265724095e-18,L5,ZNHIT3
NACAD,1.02280547600684e-22,0.38134300663598,0.15,0.103,3.39438453322391e-18,L5,NACAD
DNAJC3-AS1.1,1.02463646199251e-22,0.257555598803674,0.235,0.178,3.40046102641455e-18,L5,DNAJC3-AS1
FAM133B,1.02517336148426e-22,0.551282238631774,0.561,0.502,3.40224283475781e-18,L5,FAM133B
CBX7,1.11936153957755e-22,0.370959892772516,0.406,0.341,3.71482514139603e-18,L5,CBX7
NRBF2,1.14636640443344e-22,0.260182105041067,0.267,0.208,3.80444618639325e-18,L5,NRBF2
CTNNAL1.1,1.17147657649389e-22,2.19432977719886,0.775,0.806,3.88777931441026e-18,L5,CTNNAL1
NUP85.1,1.17810048605312e-22,0.315583640440701,0.351,0.289,3.90976208306449e-18,L5,NUP85
IL34,1.26394477302837e-22,0.589515787617474,0.33,0.271,4.19465351824925e-18,L5,IL34
WBSCR16,1.31073808098287e-22,0.283811597476208,0.288,0.228,4.34994646935787e-18,L5,WBSCR16
MRPL19,1.38340230869975e-22,0.331601655024611,0.358,0.294,4.59109724188186e-18,L5,MRPL19
SNX32.1,1.40586493686843e-22,1.23797903862029,0.695,0.666,4.66564396598526e-18,L5,SNX32
SERP2,1.41672900888519e-22,0.681458627464111,0.609,0.554,4.70169856178728e-18,L5,SERP2
RBM10,1.45173394871259e-22,0.471110292023168,0.382,0.321,4.81786945559248e-18,L5,RBM10
BEGAIN.1,1.46581812528725e-22,-0.287434084589313,0.324,0.397,4.86461061239079e-18,L5,BEGAIN
PEX5,1.50111457110237e-22,1.3799642042898,0.579,0.521,4.98174892711743e-18,L5,PEX5
CWC25,1.51565699495224e-22,0.342390163940765,0.28,0.221,5.03001086914799e-18,L5,CWC25
LOC105376637,1.52498058266106e-22,-17.7415126773762,0.238,0.181,5.06095305967725e-18,L5,LOC105376637
NIPAL2.1,1.53999144444872e-22,2.63255968344269,0.763,0.793,5.11076960669197e-18,L5,NIPAL2
LOC105375704,1.56745520198339e-22,14.3292774413038,0.314,0.255,5.20191357882227e-18,L5,LOC105375704
BANK1.1,1.57419148162713e-22,0.556209504846352,0.182,0.131,5.22426927007597e-18,L5,BANK1
TMEM185A,1.59493177444052e-22,0.351076647282092,0.333,0.269,5.29310007983575e-18,L5,TMEM185A
ASPHD2.1,1.7131308581527e-22,-0.6325432099743,0.26,0.325,5.68536737895136e-18,L5,ASPHD2
RNF44,1.71389059457461e-22,0.450314686196444,0.483,0.421,5.68788871621476e-18,L5,RNF44
RIC8B,1.78703266929362e-22,3.21054676590769,0.884,0.87,5.93062531958472e-18,L5,RIC8B
GPATCH11,1.83498933081786e-22,0.294284545649896,0.359,0.295,6.08977909218523e-18,L5,GPATCH11
MACROD1,1.8369999078661e-22,0.256425393826267,0.233,0.177,6.09645159423522e-18,L5,MACROD1
LOC105379014.1,1.84003967636701e-22,0.371458730857663,0.228,0.172,6.10653967395918e-18,L5,LOC105379014
SLC35E2,1.85355847166115e-22,0.373565974782312,0.37,0.307,6.15140449990187e-18,L5,SLC35E2
IGFL4.1,1.86431641895538e-22,0.380602957450425,0.254,0.197,6.18710689958721e-18,L5,IGFL4
STS.1,1.89389493826408e-22,4.68981362203254,0.547,0.49,6.28526913161699e-18,L5,STS
TBC1D16,2.0498899418376e-22,0.270561396438505,0.213,0.158,6.80296974997643e-18,L5,TBC1D16
NYAP1,2.06181530799068e-22,0.292011974088912,0.304,0.243,6.84254646262866e-18,L5,NYAP1
RQCD1.1,2.07583301345617e-22,0.486348315516129,0.512,0.452,6.88906702175699e-18,L5,RQCD1
AK1,2.07601954976842e-22,0.381163615454655,0.313,0.252,6.88968607981645e-18,L5,AK1
ERCC6.1,2.14635023442806e-22,0.545881494023817,0.513,0.453,7.12309252299642e-18,L5,ERCC6
LOC101928041.1,2.19633158836562e-22,0.28651126235314,0.224,0.169,7.28896564230898e-18,L5,LOC101928041
C2orf42,2.26307029367897e-22,0.272585775852871,0.265,0.207,7.5104513836324e-18,L5,C2orf42
MAGEF1.1,2.29629779587713e-22,0.965140756967018,0.372,0.31,7.62072349517742e-18,L5,MAGEF1
PIK3R1.1,2.3184302871256e-22,2.91048592299578,0.915,0.911,7.69417459388374e-18,L5,PIK3R1
SMAD1,2.32530518847795e-22,3.22791536599279,0.683,0.635,7.71699032900179e-18,L5,SMAD1
METTL21A.1,2.36694261964341e-22,1.15186354800925,0.437,0.376,7.85517247181057e-18,L5,METTL21A
KLHL9,2.41270364040789e-22,0.425136887037735,0.362,0.299,8.00703957142167e-18,L5,KLHL9
CELF1.1,2.42935544571053e-22,5.48148594995997,0.928,0.928,8.06230191767953e-18,L5,CELF1
EFCAB7.1,2.44616304446852e-22,1.54747258821077,0.765,0.74,8.11808129567767e-18,L5,EFCAB7
ODF2.1,2.49693628112518e-22,0.307101942377118,0.425,0.36,8.28658243617015e-18,L5,ODF2
KAT6B.1,2.59969986364719e-22,3.72660427711,0.921,0.927,8.62762393748592e-18,L5,KAT6B
LOC105376592.1,2.60682393692154e-22,1.73653522155509,0.118,0.077,8.6512665994615e-18,L5,LOC105376592
LOC285696.1,2.67394455956816e-22,11.0990258758814,0.76,0.816,8.87401980983885e-18,L5,LOC285696
ATMIN,2.6824757553398e-22,0.587936120037928,0.384,0.32,8.90233228924621e-18,L5,ATMIN
PLA2G7,2.76688075917397e-22,-0.407272860735927,0.133,0.189,9.18244717547064e-18,L5,PLA2G7
ATP6AP2,2.78450766047358e-22,2.87167381260013,0.687,0.634,9.24094557281367e-18,L5,ATP6AP2
PLK2.1,2.93973961831657e-22,4.42205931143263,0.546,0.635,9.7561138713072e-18,L5,PLK2
FBXO45,3.01931060934099e-22,0.545164688042693,0.342,0.28,1.002018611922e-17,L5,FBXO45
GUSB,3.05458033035635e-22,0.440003659050583,0.336,0.276,1.01372357423536e-17,L5,GUSB
ZNF587,3.12957725177263e-22,0.460299594654688,0.46,0.403,1.03861280254578e-17,L5,ZNF587
